Game Number,Move Number,Player,Move,Board,Comment
552,25,White,g2g4,"r . r . . . k .
p p . b p p b p
. . . p . n p .
q . . . n . . .
. . . N P . . P
. B N . B P . .
P P P Q . . P .
. . K R . . . R",
552,26,Black,b7b5,"r . r . . . k .
p p . b p p b p
. . . p . n p .
q . . . n . . .
. . . N P . P P
. B N . B P . .
P P P Q . . . .
. . K R . . . R","The standard move 13...Nc4, or possibly 13...Rc4!, is probably better, unless my 22... Ne8 idea actually holds up."
552,27,White,h4h5,"r . r . . . k .
p . . b p p b p
. . . p . n p .
q p . . n . . .
. . . N P . P P
. B N . B P . .
P P P Q . . . .
. . K R . . . R",
552,28,Black,e5c4,"r . r . . . k .
p . . b p p b p
. . . p . n p .
q p . . n . . P
. . . N P . P .
. B N . B P . .
P P P Q . . . .
. . K R . . . R",
552,29,White,b3c4,"r . r . . . k .
p . . b p p b p
. . . p . n p .
q p . . . . . P
. . n N P . P .
. B N . B P . .
P P P Q . . . .
. . K R . . . R",
552,30,Black,b5c4,"r . r . . . k .
p . . b p p b p
. . . p . n p .
q p . . . . . P
. . B N P . P .
. . N . B P . .
P P P Q . . . .
. . K R . . . R",
552,31,White,e3h6,"r . r . . . k .
p . . b p p b p
. . . p . n p .
q . . . . . . P
. . p N P . P .
. . N . B P . .
P P P Q . . . .
. . K R . . . R",
552,32,Black,g7h8,"r . r . . . k .
p . . b p p b p
. . . p . n p B
q . . . . . . P
. . p N P . P .
. . N . . P . .
P P P Q . . . .
. . K R . . . R",
552,33,White,d4f5,"r . r . . . k b
p . . b p p . p
. . . p . n p B
q . . . . . . P
. . p N P . P .
. . N . . P . .
P P P Q . . . .
. . K R . . . R",
552,34,Black,c8e8,"r . r . . . k b
p . . b p p . p
. . . p . n p B
q . . . . N . P
. . p . P . P .
. . N . . P . .
P P P Q . . . .
. . K R . . . R",
552,35,White,d2g5,"r . . . r . k b
p . . b p p . p
. . . p . n p B
q . . . . N . P
. . p . P . P .
. . N . . P . .
P P P Q . . . .
. . K R . . . R","Nunn plays correctly, using the temporary threat of 19. Nxe7+ to set up 19. Bg7. The immediate 18.Bg7 was also tempting, but wouldn't have worked."
552,36,Black,a5b6,"r . . . r . k b
p . . b p p . p
. . . p . n p B
q . . . . N Q P
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R","Ducking 19. Nxe7+, watching g1, and setting up ... Rab8, ... Qxb2+. This move is clearly the best try."
552,37,White,h5g6,"r . . . r . k b
p . . b p p . p
. q . p . n p B
. . . . . N Q P
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R",
552,38,Black,f7g6,"r . . . r . k b
p . . b p p . p
. q . p . n P B
. . . . . N Q .
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R",
552,39,White,h6g7,"r . . . r . k b
p . . b p . . p
. q . p . n p B
. . . . . N Q .
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R","The key idea, as it is very hard to mate black without getting rid of his dark-squared bishop. Incidentally, I read a commentary by Ward (I think; it was a while ago) that he had expected the tempting 20. Nxe7+, which loses."
552,40,Black,h8g7,"r . . . r . k b
p . . b p . B p
. q . p . n p .
. . . . . N Q .
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R",White's simple threat was 21.Bxh8 and 22.Nxe7. This move seems forced.
552,41,White,f5g7,"r . . . r . k .
p . . b p . b p
. q . p . n p .
. . . . . N Q .
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R",
552,42,Black,e8b8,"r . . . r . k .
p . . b p . N p
. q . p . n p .
. . . . . . Q .
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R","21...Kxg7 is a critical try, but it loses."
552,43,White,g7h5,"r r . . . . k .
p . . b p . N p
. q . p . n p .
. . . . . . Q .
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R","Black is invited to capture b2 on every move, but somewhat surprisingly there is no follow-up, while black's king is getting murdered in his bed. Furthermore, in some variations the capture helps white, as the queen is out of play and Rb1 becomes possible."
552,44,Black,f6h5,"r r . . . . k .
p . . b p . . p
. q . p . n p .
. . . . . . Q N
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R","Here maybe I have a real improvement. The following analysis is definitely not exhaustive, but nonetheless after 22... Ne8, which is not mentioned by Nunn, I cannot find a win for white. Certainly it is logical to consider not exchanging knights, which changes the pawn-formation and solves white's possible congestion on the h-file. After the game move I am fairly certain that black is dead."
552,45,White,g4h5,"r r . . . . k .
p . . b p . . p
. q . p . . p .
. . . . . . Q n
. . p . P . P .
. . N . . P . .
P P P . . . . .
. . K R . . . R",
552,46,Black,d7e8,"r r . . . . k .
p . . b p . . p
. q . p . . p .
. . . . . . Q P
. . p . P . . .
. . N . . P . .
P P P . . . . .
. . K R . . . R",The best try. Throwing in 23... Qxb2+ gives up control of g1.
552,47,White,b2b3,"r r . . b . k .
p . . . p . . p
. q . p . . p .
. . . . . . Q P
. . p . P . . .
. . N . . P . .
P P P . . . . .
. . K R . . . R","Simply threatening 25. Nd5, to which there is no acceptable defense."
552,48,Black,c4b3,"r r . . b . k .
p . . . p . . p
. q . p . . p .
. . . . . . Q P
. . p . P . . .
. P N . . P . .
P . P . . . . .
. . K R . . . R",
552,49,White,a2b3,"r r . . b . k .
p . . . p . . p
. q . p . . p .
. . . . . . Q P
. . . . P . . .
. p N . . P . .
P . P . . . . .
. . K R . . . R",
552,50,Black,b6c5,"r r . . b . k .
p . . . p . . p
. q . p . . p .
. . . . . . Q P
. . . . P . . .
. P N . . P . .
. . P . . . . .
. . K R . . . R",
552,51,White,c3d5,"r r . . b . k .
p . . . p . . p
. . . p . . p .
. . q . . . Q P
. . . . P . . .
. P N . . P . .
. . P . . . . .
. . K R . . . R",
552,52,Black,b8b7,"r r . . b . k .
p . . . p . . p
. . . p . . p .
. . q N . . Q P
. . . . P . . .
. P . . . P . .
. . P . . . . .
. . K R . . . R",
552,53,White,d5e7,"r . . . b . k .
p r . . p . . p
. . . p . . p .
. . q N . . Q P
. . . . P . . .
. P . . . P . .
. . P . . . . .
. . K R . . . R",The rest is just a formality.
552,54,Black,b7e7,"r . . . b . k .
p r . . N . . p
. . . p . . p .
. . q . . . Q P
. . . . P . . .
. P . . . P . .
. . P . . . . .
. . K R . . . R",
552,55,White,g5e7,"r . . . b . k .
p . . . r . . p
. . . p . . p .
. . q . . . Q P
. . . . P . . .
. P . . . P . .
. . P . . . . .
. . K R . . . R",
552,56,Black,a8c8,"r . . . b . k .
p . . . Q . . p
. . . p . . p .
. . q . . . . P
. . . . P . . .
. P . . . P . .
. . P . . . . .
. . K R . . . R",
552,57,White,h1h2,". . r . b . k .
p . . . Q . . p
. . . p . . p .
. . q . . . . P
. . . . P . . .
. P . . . P . .
. . P . . . . .
. . K R . . . R",
552,58,Black,g6h5,". . r . b . k .
p . . . Q . . p
. . . p . . p .
. . q . . . . P
. . . . P . . .
. P . . . P . .
. . P . . . . R
. . K R . . . .",
552,59,White,h2g2,". . r . b . k .
p . . . Q . . p
. . . p . . . .
. . q . . . . p
. . . . P . . .
. P . . . P . .
. . P . . . . R
. . K R . . . .",
552,60,Black,e8g6,". . r . b . k .
p . . . Q . . p
. . . p . . . .
. . q . . . . p
. . . . P . . .
. P . . . P . .
. . P . . . R .
. . K R . . . .",
552,61,White,d1d6,". . r . . . k .
p . . . Q . . p
. . . p . . b .
. . q . . . . p
. . . . P . . .
. P . . . P . .
. . P . . . R .
. . K R . . . .",
552,62,Black,c5e3,". . r . . . k .
p . . . Q . . p
. . . R . . b .
. . q . . . . p
. . . . P . . .
. P . . . P . .
. . P . . . R .
. . K . . . . .",
552,63,White,g2d2,". . r . . . k .
p . . . Q . . p
. . . R . . b .
. . . . . . . p
. . . . P . . .
. P . . q P . .
. . P . . . R .
. . K . . . . .",
552,64,Black,c8f8,". . r . . . k .
p . . . Q . . p
. . . R . . b .
. . . . . . . p
. . . . P . . .
. P . . q P . .
. . P R . . . .
. . K . . . . .",
552,65,White,d6d8,". . . . . r k .
p . . . Q . . p
. . . R . . b .
. . . . . . . p
. . . . P . . .
. P . . q P . .
. . P R . . . .
. . K . . . . .",
552,66,Black,f8d8,". . . R . r k .
p . . . Q . . p
. . . . . . b .
. . . . . . . p
. . . . P . . .
. P . . q P . .
. . P R . . . .
. . K . . . . .",
552,67,White,e7d8,". . . r . . k .
p . . . Q . . p
. . . . . . b .
. . . . . . . p
. . . . P . . .
. P . . q P . .
. . P R . . . .
. . K . . . . .",
552,68,Black,g8g7,". . . Q . . k .
p . . . . . . p
. . . . . . b .
. . . . . . . p
. . . . P . . .
. P . . q P . .
. . P R . . . .
. . K . . . . .",
552,69,White,d8d4,". . . Q . . . .
p . . . . . k p
. . . . . . b .
. . . . . . . p
. . . . P . . .
. P . . q P . .
. . P R . . . .
. . K . . . . .",
552,70,Black,e3d4,". . . . . . . .
p . . . . . k p
. . . . . . b .
. . . . . . . p
. . . Q P . . .
. P . . q P . .
. . P R . . . .
. . K . . . . .",
552,71,White,d2d4,". . . . . . . .
p . . . . . k p
. . . . . . b .
. . . . . . . p
. . . q P . . .
. P . . . P . .
. . P R . . . .
. . K . . . . .",
552,72,Black,h5h4,". . . . . . . .
p . . . . . k p
. . . . . . b .
. . . . . . . p
. . . R P . . .
. P . . . P . .
. . P . . . . .
. . K . . . . .",
552,73,White,c1d2,". . . . . . . .
p . . . . . k p
. . . . . . b .
. . . . . . . .
. . . R P . . p
. P . . . P . .
. . P . . . . .
. . K . . . . .",
552,74,Black,h4h3,". . . . . . . .
p . . . . . k p
. . . . . . b .
. . . . . . . .
. . . R P . . p
. P . . . P . .
. . P K . . . .
. . . . . . . .",
552,75,White,d2e3,". . . . . . . .
p . . . . . k p
. . . . . . b .
. . . . . . . .
. . . R P . . .
. P . . . P . p
. . P K . . . .
. . . . . . . .",
552,76,Black,g7h6,". . . . . . . .
p . . . . . k p
. . . . . . b .
. . . . . . . .
. . . R P . . .
. P . . K P . p
. . P . . . . .
. . . . . . . .",
552,77,White,e3f4,". . . . . . . .
p . . . . . . p
. . . . . . b k
. . . . . . . .
. . . R P . . .
. P . . K P . p
. . P . . . . .
. . . . . . . .","From the 14th move on, white apparently played perfectly in a complex tactical position. A terrific achievement."
553,1,White,d2d4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
553,2,Black,e7e6,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R",
553,3,White,c2c4,"r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . . P . . . .
. . . . . . . .
P P P . P P P P
R N B Q K B N R",
553,4,Black,f8b4,"r n b q k b n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. . P P . . . .
. . . . . . . .
P P . . P P P P
R N B Q K B N R",
553,5,White,b1c3,"r n b q k . n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. b P P . . . .
. . . . . . . .
P P . . P P P P
R N B Q K B N R",
553,6,Black,g8f6,"r n b q k . n r
p p p p . p p p
. . . . p . . .
. . . . . . . .
. b P P . . . .
. . N . . . . .
P P . . P P P P
R . B Q K B N R",
553,7,White,f2f3,"r n b q k . . r
p p p p . p p p
. . . . p n . .
. . . . . . . .
. b P P . . . .
. . N . . . . .
P P . . P P P P
R . B Q K B N R",
553,8,Black,d7d5,"r n b q k . . r
p p p p . p p p
. . . . p n . .
. . . . . . . .
. b P P . . . .
. . N . . P . .
P P . . P . P P
R . B Q K B N R",
553,9,White,a2a3,"r n b q k . . r
p p p . . p p p
. . . . p n . .
. . . p . . . .
. b P P . . . .
. . N . . P . .
P P . . P . P P
R . B Q K B N R",
553,10,Black,b4e7,"r n b q k . . r
p p p . . p p p
. . . . p n . .
. . . p . . . .
. b P P . . . .
P . N . . P . .
. P . . P . P P
R . B Q K B N R","Very ambitious. On the one hand 5.a3 is a free move for white, but black is going to sack a pawn and try to demonstrate that 4.f3 weakened white's king."
553,11,White,e2e4,"r n b q k . . r
p p p . b p p p
. . . . p n . .
. . . p . . . .
. . P P . . . .
P . N . . P . .
. P . . P . P P
R . B Q K B N R",
553,12,Black,c7c5,"r n b q k . . r
p p p . b p p p
. . . . p n . .
. . . p . . . .
. . P P P . . .
P . N . . P . .
. P . . . . P P
R . B Q K B N R",
553,13,White,c4d5,"r n b q k . . r
p p . . b p p p
. . . . p n . .
. . p p . . . .
. . P P P . . .
P . N . . P . .
. P . . . . P P
R . B Q K B N R",
553,14,Black,e6d5,"r n b q k . . r
p p . . b p p p
. . . . p n . .
. . p P . . . .
. . . P P . . .
P . N . . P . .
. P . . . . P P
R . B Q K B N R",
553,15,White,d4c5,"r n b q k . . r
p p . . b p p p
. . . . . n . .
. . p p . . . .
. . . P P . . .
P . N . . P . .
. P . . . . P P
R . B Q K B N R",
553,16,Black,e7c5,"r n b q k . . r
p p . . b p p p
. . . . . n . .
. . P p . . . .
. . . . P . . .
P . N . . P . .
. P . . . . P P
R . B Q K B N R",
553,17,White,e4e5,"r n b q k . . r
p p . . . p p p
. . . . . n . .
. . b p . . . .
. . . . P . . .
P . N . . P . .
. P . . . . P P
R . B Q K B N R","This is probably the best way to grab a pawn. I think it is very revealing to see the ways 9.exd5 and 9.Nxd5 get punished. Then one realizes that, assuming he had seen black's idea, he probably would have played it too."
553,18,Black,f6d7,"r n b q k . . r
p p . . . p p p
. . . . . n . .
. . b p P . . .
. . . . . . . .
P . N . . P . .
. P . . . . P P
R . B Q K B N R",
553,19,White,d1d5,"r n b q k . . r
p p . n . p p p
. . . . . . . .
. . b p P . . .
. . . . . . . .
P . N . . P . .
. P . . . . P P
R . B Q K B N R",
553,20,Black,e8g8,"r n b q k . . r
p p . n . p p p
. . . . . . . .
. . b Q P . . .
. . . . . . . .
P . N . . P . .
. P . . . . P P
R . B . K B N R",
553,21,White,f3f4,"r n b q . r k .
p p . n . p p p
. . . . . . . .
. . b Q P . . .
. . . . . . . .
P . N . . P . .
. P . . . . P P
R . B . K B N R",
553,22,Black,d8b6,"r n b q . r k .
p p . n . p p p
. . . . . . . .
. . b Q P . . .
. . . . . P . .
P . N . . . . .
. P . . . . P P
R . B . K B N R",
553,23,White,g1f3,"r n b . . r k .
p p . n . p p p
. q . . . . . .
. . b Q P . . .
. . . . . P . .
P . N . . . . .
. P . . . . P P
R . B . K B N R",
553,24,Black,c5f2,"r n b . . r k .
p p . n . p p p
. q . . . . . .
. . b Q P . . .
. . . . . P . .
P . N . . N . .
. P . . . . P P
R . B . K B . R",
553,25,White,e1e2,"r n b . . r k .
p p . n . p p p
. q . . . . . .
. . . Q P . . .
. . . . . P . .
P . N . . N . .
. P . . . b P P
R . B . K B . R",
553,26,Black,d7c5,"r n b . . r k .
p p . n . p p p
. q . . . . . .
. . . Q P . . .
. . . . . P . .
P . N . . N . .
. P . . K b P P
R . B . . B . R",
553,27,White,b2b4,"r n b . . r k .
p p . . . p p p
. q . . . . . .
. . n Q P . . .
. . . . . P . .
P . N . . N . .
. P . . K b P P
R . B . . B . R",
553,28,Black,f8d8,"r n b . . r k .
p p . . . p p p
. q . . . . . .
. . n Q P . . .
. P . . . P . .
P . N . . N . .
. . . . K b P P
R . B . . B . R","The pawn becomes a piece as black struggles to keep the initiative. However, 14...Rd8 is very dangerous and could have easily won the game against inferior defense."
553,29,White,b4c5,"r n b r . . k .
p p . . . p p p
. q . . . . . .
. . n Q P . . .
. P . . . P . .
P . N . . N . .
. . . . K b P P
R . B . . B . R",
553,30,Black,f2c5,"r n b r . . k .
p p . . . p p p
. q . . . . . .
. . P Q P . . .
. . . . . P . .
P . N . . N . .
. . . . K b P P
R . B . . B . R",
553,31,White,d5e4,"r n b r . . k .
p p . . . p p p
. q . . . . . .
. . b Q P . . .
. . . . . P . .
P . N . . N . .
. . . . K . P P
R . B . . B . R","I'm not sure exactly why Shirov didn't play 16.Rb1. Did he understand that it was an objectively bad move, see some deep tactical refutation, or just prefer to return material over passive defense. It seems clear that black gets prolonged play for the piece, but I don't see how he can convert it to something before the material tells. Another issue is that white's position could be very fun to play after 16.Qe4."
553,32,Black,b6b3,"r n b r . . k .
p p . . . p p p
. q . . . . . .
. . b . P . . .
. . . . Q P . .
P . N . . N . .
. . . . K . P P
R . B . . B . R",
553,33,White,c1d2,"r n b r . . k .
p p . . . p p p
. . . . . . . .
. . b . P . . .
. . . . Q P . .
P q N . . N . .
. . . . K . P P
R . B . . B . R",
553,34,Black,d8d2,"r n b r . . k .
p p . . . p p p
. . . . . . . .
. . b . P . . .
. . . . Q P . .
P q N . . N . .
. . . B K . P P
R . . . . B . R",
553,35,White,e2d2,"r n b . . . k .
p p . . . p p p
. . . . . . . .
. . b . P . . .
. . . . Q P . .
P q N . . N . .
. . . r K . P P
R . . . . B . R",
553,36,Black,b3b2,"r n b . . . k .
p p . . . p p p
. . . . . . . .
. . b . P . . .
. . . . Q P . .
P q N . . N . .
. . . K . . P P
R . . . . B . R",
553,37,White,d2d3,"r n b . . . k .
p p . . . p p p
. . . . . . . .
. . b . P . . .
. . . . Q P . .
P . N . . N . .
. q . K . . P P
R . . . . B . R",
553,38,Black,b2a1,"r n b . . . k .
p p . . . p p p
. . . . . . . .
. . b . P . . .
. . . . Q P . .
P . N K . N . .
. q . . . . P P
R . . . . B . R",
553,39,White,e5e6,"r n b . . . k .
p p . . . p p p
. . . . . . . .
. . b . P . . .
. . . . Q P . .
P . N K . N . .
. . . . . . P P
q . . . . B . R","This move really ""made the game"" for me. There's something about the wide open space around white's centralized monarch that makes it seem odd that white is the one attacking the opponent's king. Thus, the sheer audacity of the move is immediately compelling. Unfortunately the logical reasons for the move are not so easy to explain without getting into detailed variations, but I find this is often the case with Shirov's games; rarely could he be accused of playing transparently!"
553,40,Black,f7e6,"r n b . . . k .
p p . . . p p p
. . . . P . . .
. . b . . . . .
. . . . Q P . .
P . N K . N . .
. . . . . . P P
q . . . . B . R",It turns out that this is probably the losing mistake.
553,41,White,f3g5,"r n b . . . k .
p p . . . . p p
. . . . p . . .
. . b . . . . .
. . . . Q P . .
P . N K . N . .
. . . . . . P P
q . . . . B . R",
553,42,Black,g7g6,"r n b . . . k .
p p . . . . p p
. . . . p . . .
. . b . . . N .
. . . . Q P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,43,White,e4e5,"r n b . . . k .
p p . . . . . p
. . . . p . p .
. . b . . . N .
. . . . Q P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,44,Black,c5e7,"r n b . . . k .
p p . . . . . p
. . . . p . p .
. . b . Q . N .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,45,White,g5e6,"r n b . . . k .
p p . . b . . p
. . . . p . p .
. . . . Q . N .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,46,Black,g8f7,"r n b . . . k .
p p . . b . . p
. . . . N . p .
. . . . Q . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,47,White,e5g7,"r n b . . . . .
p p . . b k . p
. . . . N . p .
. . . . Q . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,48,Black,f7e8,"r n b . . . . .
p p . . b k Q p
. . . . N . p .
. . . . . . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",Desperation.
553,49,White,e6c7,"r n b . k . . .
p p . . b . Q p
. . . . N . p .
. . . . . . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,50,Black,e8d8,"r n b . k . . .
p p N . b . Q p
. . . . . . p .
. . . . . . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,51,White,g7h8,"r n b k . . . .
p p N . b . Q p
. . . . . . p .
. . . . . . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R","The most precise, as black's king is badly placed on d7."
553,52,Black,d8d7,"r n b k . . . Q
p p N . b . . p
. . . . . . p .
. . . . . . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,53,White,c7a8,"r n b . . . . Q
p p N k b . . p
. . . . . . p .
. . . . . . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,54,Black,a1a3,"N n b . . . . Q
p p . k b . . p
. . . . . . p .
. . . . . . . .
. . . . . P . .
P . N K . . . .
. . . . . . P P
q . . . . B . R",
553,55,White,d3c2,"N n b . . . . Q
p p . k b . . p
. . . . . . p .
. . . . . . . .
. . . . . P . .
q . N K . . . .
. . . . . . P P
. . . . . B . R",
554,1,White,e2e4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
554,2,Black,c7c5,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",
554,3,White,b1c3,"r n b q k b n r
p p . p p p p p
. . . . . . . .
. . p . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R",Certainly an annoying move order against Najdorf junkies.
554,4,Black,d7d6,"r n b q k b n r
p p . p p p p p
. . . . . . . .
. . p . . . . .
. . . . P . . .
. . N . . . . .
P P P P . P P P
R . B Q K B N R",
554,5,White,f2f4,"r n b q k b n r
p p . . p p p p
. . . p . . . .
. . p . . . . .
. . . . P . . .
. . N . . . . .
P P P P . P P P
R . B Q K B N R",
554,6,Black,b8c6,"r n b q k b n r
p p . . p p p p
. . . p . . . .
. . p . . . . .
. . . . P P . .
. . N . . . . .
P P P P . . P P
R . B Q K B N R",
554,7,White,g1f3,"r . b q k b n r
p p . . p p p p
. . n p . . . .
. . p . . . . .
. . . . P P . .
. . N . . . . .
P P P P . . P P
R . B Q K B N R",
554,8,Black,g7g6,"r . b q k b n r
p p . . p p p p
. . n p . . . .
. . p . . . . .
. . . . P P . .
. . N . . N . .
P P P P . . P P
R . B Q K B . R",
554,9,White,f1b5,"r . b q k b n r
p p . . p p . p
. . n p . . p .
. . p . . . . .
. . . . P P . .
. . N . . N . .
P P P P . . P P
R . B Q K B . R",
554,10,Black,c8d7,"r . b q k b n r
p p . . p p . p
. . n p . . p .
. B p . . . . .
. . . . P P . .
. . N . . N . .
P P P P . . P P
R . B Q K . . R",
554,11,White,e1g1,"r . . q k b n r
p p . b p p . p
. . n p . . p .
. B p . . . . .
. . . . P P . .
. . N . . N . .
P P P P . . P P
R . B Q K . . R",
554,12,Black,f8g7,"r . . q k b n r
p p . b p p . p
. . n p . . p .
. B p . . . . .
. . . . P P . .
. . N . . N . .
P P P P . . P P
R . B Q . R K .",
554,13,White,d2d3,"r . . q k . n r
p p . b p p b p
. . n p . . p .
. B p . . . . .
. . . . P P . .
. . N . . N . .
P P P P . . P P
R . B Q . R K .",
554,14,Black,a7a6,"r . . q k . n r
p p . b p p b p
. . n p . . p .
. B p . . . . .
. . . . P P . .
. . N P . N . .
P P P . . . P P
R . B Q . R K .",
554,15,White,b5c6,"r . . q k . n r
. p . b p p b p
p . n p . . p .
. B p . . . . .
. . . . P P . .
. . N P . N . .
P P P . . . P P
R . B Q . R K .",
554,16,Black,d7c6,"r . . q k . n r
. p . b p p b p
p . B p . . p .
. . p . . . . .
. . . . P P . .
. . N P . N . .
P P P . . . P P
R . B Q . R K .",
554,17,White,g1h1,"r . . q k . n r
. p . . p p b p
p . b p . . p .
. . p . . . . .
. . . . P P . .
. . N P . N . .
P P P . . . P P
R . B Q . R K .",
554,18,Black,d8d7,"r . . q k . n r
. p . . p p b p
p . b p . . p .
. . p . . . . .
. . . . P P . .
. . N P . N . .
P P P . . . P P
R . B Q . R . K",
554,19,White,d1e2,"r . . . k . n r
. p . q p p b p
p . b p . . p .
. . p . . . . .
. . . . P P . .
. . N P . N . .
P P P . . . P P
R . B Q . R . K",
554,20,Black,f7f5,"r . . . k . n r
. p . q p p b p
p . b p . . p .
. . p . . . . .
. . . . P P . .
. . N P . N . .
P P P . Q . P P
R . B . . R . K","10... Nh6 was probably better.  Far from stopping white's kingside play, this weakens e6, forming the basis for some nice knight maneuvers in the next few moves."
554,21,White,c3d5,"r . . . k . n r
. p . q p . b p
p . b p . . p .
. . p . . p . .
. . . . P P . .
. . N P . N . .
P P P . Q . P P
R . B . . R . K",
554,22,Black,a8d8,"r . . . k . n r
. p . q p . b p
p . b p . . p .
. . p N . p . .
. . . . P P . .
. . . P . N . .
P P P . Q . P P
R . B . . R . K",
554,23,White,f3g5,". . . r k . n r
. p . q p . b p
p . b p . . p .
. . p N . p . .
. . . . P P . .
. . . P . N . .
P P P . Q . P P
R . B . . R . K",The knights are homing in on the weak e6 and b6 squares.
554,24,Black,g8f6,". . . r k . n r
. p . q p . b p
p . b p . . p .
. . p N . p N .
. . . . P P . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,25,White,d5b6,". . . r k . . r
. p . q p . b p
p . b p . n p .
. . p N . p N .
. . . . P P . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,26,Black,d7c7,". . . r k . . r
. p . q p . b p
p N b p . n p .
. . p . . p N .
. . . . P P . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,27,White,b6c4,". . . r k . . r
. p q . p . b p
p N b p . n p .
. . p . . p N .
. . . . P P . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,28,Black,f5e4,". . . r k . . r
. p q . p . b p
p . b p . n p .
. . p . . p N .
. . N . P P . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,29,White,g5e6,". . . r k . . r
. p q . p . b p
p . b p . n p .
. . p . . . N .
. . N . p P . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,30,Black,c7c8,". . . r k . . r
. p q . p . b p
p . b p N n p .
. . p . . . . .
. . N . p P . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,31,White,f4f5,". . q r k . . r
. p . . p . b p
p . b p N n p .
. . p . . . . .
. . N . p P . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,32,Black,h8g8,". . q r k . . r
. p . . p . b p
p . b p N n p .
. . p . . P . .
. . N . p . . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,33,White,c4b6,". . q r k . r .
. p . . p . b p
p . b p N n p .
. . p . . P . .
. . N . p . . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,34,Black,e4d3,". . q r k . r .
. p . . p . b p
p N b p N n p .
. . p . . P . .
. . . . p . . .
. . . P . . . .
P P P . Q . P P
R . B . . R . K",
554,35,White,c2d3,". . q r k . r .
. p . . p . b p
p N b p N n p .
. . p . . P . .
. . . . . . . .
. . . p . . . .
P P P . Q . P P
R . B . . R . K",
554,36,Black,c8b8,". . q r k . r .
. p . . p . b p
p N b p N n p .
. . p . . P . .
. . . . . . . .
. . . P . . . .
P P . . Q . P P
R . B . . R . K",
554,37,White,f5g6,". q . r k . r .
. p . . p . b p
p N b p N n p .
. . p . . P . .
. . . . . . . .
. . . P . . . .
P P . . Q . P P
R . B . . R . K",
554,38,Black,g7h8,". q . r k . r .
. p . . p . b p
p N b p N n P .
. . p . . . . .
. . . . . . . .
. . . P . . . .
P P . . Q . P P
R . B . . R . K",
554,39,White,g6g7,". q . r k . r b
. p . . p . . p
p N b p N n P .
. . p . . . . .
. . . . . . . .
. . . P . . . .
P P . . Q . P P
R . B . . R . K",
554,40,Black,h8g7,". q . r k . r b
. p . . p . P p
p N b p N n . .
. . p . . . . .
. . . . . . . .
. . . P . . . .
P P . . Q . P P
R . B . . R . K",
